agent_name,total_utilization,map_utilizations,Split,Abyss,Pearl,Lotus,Bind,Haven,Fracture,Icebox,Ascent,Corrode,Sunset,tournament_name
Phoenix,0.0,"{'Lotus': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Sunset': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Deadlock,0.0,"{'Lotus': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Sunset': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Clove,0.0,"{'Lotus': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Sunset': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Tejo,0.0,"{'Lotus': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Sunset': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Vyse,0.0,"{'Lotus': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Sunset': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Waylay,0.0,"{'Lotus': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Sunset': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Viper,68.0,"{'Lotus': 87.0, 'Sunset': 28.0, 'Ascent': 17.0, 'Bind': 75.0, 'Icebox': 96.0, 'Split': 94.0, 'Breeze': 100.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Omen,67.0,"{'Lotus': 100.0, 'Sunset': 100.0, 'Ascent': 100.0, 'Bind': 0.0, 'Icebox': 4.0, 'Split': 94.0, 'Breeze': 6.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Raze,59.0,"{'Lotus': 92.0, 'Sunset': 69.0, 'Ascent': 10.0, 'Bind': 100.0, 'Icebox': 0.0, 'Split': 94.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Killjoy,41.0,"{'Lotus': 65.0, 'Sunset': 3.0, 'Ascent': 77.0, 'Bind': 0.0, 'Icebox': 96.0, 'Split': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Jett,41.0,"{'Lotus': 12.0, 'Sunset': 9.0, 'Ascent': 90.0, 'Bind': 0.0, 'Icebox': 92.0, 'Split': 44.0, 'Breeze': 94.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Kayo,34.0,"{'Lotus': 0.0, 'Sunset': 38.0, 'Ascent': 100.0, 'Bind': 21.0, 'Icebox': 67.0, 'Split': 0.0, 'Breeze': 25.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Sova,32.0,"{'Lotus': 0.0, 'Sunset': 50.0, 'Ascent': 83.0, 'Bind': 0.0, 'Icebox': 29.0, 'Split': 0.0, 'Breeze': 100.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Cypher,30.0,"{'Lotus': 4.0, 'Sunset': 66.0, 'Ascent': 17.0, 'Bind': 39.0, 'Icebox': 0.0, 'Split': 50.0, 'Breeze': 75.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Gekko,26.0,"{'Lotus': 8.0, 'Sunset': 47.0, 'Ascent': 0.0, 'Bind': 61.0, 'Icebox': 67.0, 'Split': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Skye,23.0,"{'Lotus': 15.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 75.0, 'Icebox': 0.0, 'Split': 89.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Fade,22.0,"{'Lotus': 77.0, 'Sunset': 6.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 6.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Brimstone,10.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 71.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Breach,10.0,"{'Lotus': 10.0, 'Sunset': 38.0, 'Ascent': 0.0, 'Bind': 4.0, 'Icebox': 0.0, 'Split': 11.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Chamber,9.0,"{'Lotus': 21.0, 'Sunset': 13.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 4.0, 'Split': 6.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Harbor,9.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 50.0, 'Icebox': 4.0, 'Split': 0.0, 'Breeze': 13.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Sage,8.0,"{'Lotus': 0.0, 'Sunset': 16.0, 'Ascent': 7.0, 'Bind': 0.0, 'Icebox': 38.0, 'Split': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Yoru,6.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 6.0, 'Breeze': 69.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Neon,4.0,"{'Lotus': 10.0, 'Sunset': 6.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Phoenix,2.0,"{'Lotus': 0.0, 'Sunset': 13.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Astra,2.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 6.0, 'Breeze': 19.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Reyna,1.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 4.0, 'Icebox': 4.0, 'Split': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Iso,0.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Deadlock,0.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Tejo,0.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Clove,0.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Vyse,0.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Waylay,0.0,"{'Lotus': 0.0, 'Sunset': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 1_csvs
Omen,75.0,"{'Ascent': 94.0, 'Sunset': 100.0, 'Icebox': 4.0, 'Lotus': 89.0, 'Haven': 89.0, 'Split': 100.0, 'Bind': 20.0, 'Abyss': 100.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Sova,48.0,"{'Ascent': 92.0, 'Sunset': 47.0, 'Icebox': 36.0, 'Lotus': 25.0, 'Haven': 67.0, 'Split': 0.0, 'Bind': 0.0, 'Abyss': 83.0, 'Breeze': 100.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Jett,48.0,"{'Ascent': 86.0, 'Sunset': 21.0, 'Icebox': 79.0, 'Lotus': 11.0, 'Haven': 67.0, 'Split': 21.0, 'Bind': 0.0, 'Abyss': 67.0, 'Breeze': 100.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Killjoy,41.0,"{'Ascent': 75.0, 'Sunset': 0.0, 'Icebox': 93.0, 'Lotus': 29.0, 'Haven': 61.0, 'Split': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Kayo,41.0,"{'Ascent': 89.0, 'Sunset': 29.0, 'Icebox': 75.0, 'Lotus': 11.0, 'Haven': 0.0, 'Split': 0.0, 'Bind': 10.0, 'Abyss': 67.0, 'Breeze': 50.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Cypher,39.0,"{'Ascent': 8.0, 'Sunset': 82.0, 'Icebox': 0.0, 'Lotus': 32.0, 'Haven': 39.0, 'Split': 64.0, 'Bind': 60.0, 'Abyss': 83.0, 'Breeze': 100.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Viper,35.0,"{'Ascent': 0.0, 'Sunset': 0.0, 'Icebox': 93.0, 'Lotus': 36.0, 'Haven': 17.0, 'Split': 86.0, 'Bind': 80.0, 'Abyss': 0.0, 'Breeze': 100.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Raze,34.0,"{'Ascent': 8.0, 'Sunset': 65.0, 'Icebox': 0.0, 'Lotus': 39.0, 'Haven': 0.0, 'Split': 100.0, 'Bind': 100.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Breach,29.0,"{'Ascent': 0.0, 'Sunset': 71.0, 'Icebox': 0.0, 'Lotus': 43.0, 'Haven': 72.0, 'Split': 0.0, 'Bind': 0.0, 'Abyss': 33.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Gekko,20.0,"{'Ascent': 0.0, 'Sunset': 53.0, 'Icebox': 43.0, 'Lotus': 4.0, 'Haven': 0.0, 'Split': 0.0, 'Bind': 40.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Neon,16.0,"{'Ascent': 0.0, 'Sunset': 15.0, 'Icebox': 0.0, 'Lotus': 61.0, 'Haven': 28.0, 'Split': 0.0, 'Bind': 0.0, 'Abyss': 33.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Skye,14.0,"{'Ascent': 6.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Lotus': 7.0, 'Haven': 17.0, 'Split': 93.0, 'Bind': 50.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Fade,14.0,"{'Ascent': 3.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Lotus': 68.0, 'Haven': 6.0, 'Split': 7.0, 'Bind': 20.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Sage,8.0,"{'Ascent': 6.0, 'Sunset': 18.0, 'Icebox': 21.0, 'Lotus': 0.0, 'Haven': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Clove,7.0,"{'Ascent': 11.0, 'Sunset': 0.0, 'Icebox': 21.0, 'Lotus': 4.0, 'Haven': 6.0, 'Split': 7.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Chamber,6.0,"{'Ascent': 0.0, 'Sunset': 0.0, 'Icebox': 7.0, 'Lotus': 25.0, 'Haven': 0.0, 'Split': 14.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Brimstone,5.0,"{'Ascent': 0.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Lotus': 0.0, 'Haven': 0.0, 'Split': 0.0, 'Bind': 80.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Harbor,5.0,"{'Ascent': 8.0, 'Sunset': 0.0, 'Icebox': 18.0, 'Lotus': 0.0, 'Haven': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Iso,4.0,"{'Ascent': 0.0, 'Sunset': 0.0, 'Icebox': 11.0, 'Lotus': 0.0, 'Haven': 17.0, 'Split': 0.0, 'Bind': 0.0, 'Abyss': 17.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Astra,3.0,"{'Ascent': 0.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Lotus': 11.0, 'Haven': 11.0, 'Split': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 50.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Deadlock,3.0,"{'Ascent': 0.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Lotus': 7.0, 'Haven': 0.0, 'Split': 7.0, 'Bind': 20.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Reyna,2.0,"{'Ascent': 8.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Lotus': 0.0, 'Haven': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Phoenix,2.0,"{'Ascent': 6.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Lotus': 0.0, 'Haven': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Abyss': 17.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Yoru,2.0,"{'Ascent': 0.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Lotus': 0.0, 'Haven': 6.0, 'Split': 0.0, 'Bind': 20.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Tejo,0.0,"{'Ascent': 0.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Lotus': 0.0, 'Haven': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Vyse,0.0,"{'Ascent': 0.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Lotus': 0.0, 'Haven': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Waylay,0.0,"{'Ascent': 0.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Lotus': 0.0, 'Haven': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Stage 2_csvs
Omen,46.0,,59.0,50.0,0.0,100.0,0.0,83.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Raze,44.0,,73.0,0.0,0.0,78.0,100.0,0.0,88.0,,,,,VCT 2025 Americas Kickoff_csvs
Astra,43.0,,41.0,90.0,100.0,0.0,0.0,8.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Breach,41.0,,45.0,15.0,5.0,78.0,0.0,92.0,88.0,,,,,VCT 2025 Americas Kickoff_csvs
Sova,36.0,,0.0,95.0,50.0,0.0,0.0,75.0,25.0,,,,,VCT 2025 Americas Kickoff_csvs
Jett,35.0,,18.0,80.0,50.0,6.0,0.0,67.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Viper,32.0,,82.0,15.0,0.0,28.0,83.0,0.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Tejo,32.0,,41.0,5.0,40.0,50.0,8.0,25.0,63.0,,,,,VCT 2025 Americas Kickoff_csvs
Vyse,28.0,,0.0,15.0,65.0,39.0,25.0,17.0,38.0,,,,,VCT 2025 Americas Kickoff_csvs
Cypher,28.0,,36.0,25.0,15.0,17.0,8.0,83.0,13.0,,,,,VCT 2025 Americas Kickoff_csvs
Yoru,25.0,,27.0,25.0,50.0,11.0,8.0,25.0,13.0,,,,,VCT 2025 Americas Kickoff_csvs
Kayo,21.0,,0.0,65.0,35.0,0.0,25.0,0.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Fade,20.0,,0.0,0.0,45.0,44.0,42.0,0.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Brimstone,18.0,,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,,,,VCT 2025 Americas Kickoff_csvs
Skye,17.0,,59.0,0.0,0.0,0.0,50.0,0.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Killjoy,9.0,,0.0,0.0,20.0,11.0,0.0,0.0,50.0,,,,,VCT 2025 Americas Kickoff_csvs
Chamber,7.0,,9.0,15.0,15.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Deadlock,4.0,,0.0,0.0,0.0,17.0,17.0,0.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Gekko,4.0,,0.0,0.0,0.0,0.0,33.0,0.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Clove,4.0,,0.0,0.0,0.0,11.0,0.0,8.0,13.0,,,,,VCT 2025 Americas Kickoff_csvs
Neon,3.0,,0.0,0.0,0.0,11.0,0.0,8.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Sage,3.0,,9.0,0.0,0.0,0.0,0.0,0.0,13.0,,,,,VCT 2025 Americas Kickoff_csvs
Phoenix,2.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Iso,1.0,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Harbor,1.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Reyna,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Waylay,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,VCT 2025 Americas Kickoff_csvs
Tejo,68.0,,100.0,,67.0,83.0,,44.0,100.0,30.0,63.0,,,VCT 2025 Americas Stage 1_csvs
Omen,51.0,,73.0,,0.0,86.0,,82.0,0.0,3.0,100.0,,,VCT 2025 Americas Stage 1_csvs
Breach,49.0,,100.0,,0.0,81.0,,74.0,100.0,0.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Yoru,36.0,,47.0,,89.0,25.0,,32.0,0.0,3.0,29.0,,,VCT 2025 Americas Stage 1_csvs
Viper,35.0,,83.0,,0.0,47.0,,0.0,0.0,100.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Vyse,33.0,,0.0,,75.0,33.0,,21.0,22.0,0.0,75.0,,,VCT 2025 Americas Stage 1_csvs
Jett,30.0,,27.0,,31.0,0.0,,29.0,0.0,80.0,42.0,,,VCT 2025 Americas Stage 1_csvs
Sova,30.0,,0.0,,28.0,3.0,,56.0,0.0,73.0,46.0,,,VCT 2025 Americas Stage 1_csvs
Cypher,25.0,,3.0,,17.0,11.0,,79.0,56.0,0.0,21.0,,,VCT 2025 Americas Stage 1_csvs
Astra,24.0,,27.0,,100.0,0.0,,18.0,0.0,0.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Neon,20.0,,0.0,,11.0,50.0,,32.0,50.0,0.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Killjoy,17.0,,0.0,,8.0,0.0,,0.0,6.0,100.0,4.0,,,VCT 2025 Americas Stage 1_csvs
Kayo,15.0,,0.0,,14.0,0.0,,0.0,0.0,27.0,75.0,,,VCT 2025 Americas Stage 1_csvs
Fade,13.0,,0.0,,50.0,28.0,,0.0,0.0,0.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Raze,12.0,,27.0,,0.0,25.0,,0.0,44.0,0.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Brimstone,9.0,,0.0,,0.0,0.0,,0.0,100.0,0.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Harbor,7.0,,0.0,,0.0,0.0,,0.0,0.0,50.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Waylay,6.0,,0.0,,6.0,0.0,,9.0,6.0,0.0,29.0,,,VCT 2025 Americas Stage 1_csvs
Iso,4.0,,0.0,,0.0,3.0,,24.0,0.0,0.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Gekko,4.0,,0.0,,0.0,0.0,,0.0,0.0,27.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Clove,4.0,,0.0,,0.0,22.0,,0.0,0.0,0.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Deadlock,2.0,,0.0,,0.0,3.0,,0.0,0.0,0.0,17.0,,,VCT 2025 Americas Stage 1_csvs
Chamber,2.0,,0.0,,6.0,0.0,,0.0,17.0,0.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Sage,2.0,,13.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Reyna,1.0,,0.0,,0.0,0.0,,0.0,0.0,7.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Skye,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Phoenix,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,VCT 2025 Americas Stage 1_csvs
Omen,78.0,,,,,93.0,0.0,100.0,,22.0,100.0,97.0,100.0,VCT 2025 Americas Stage 2_csvs
Viper,59.0,,,,,88.0,89.0,44.0,,100.0,0.0,90.0,10.0,VCT 2025 Americas Stage 2_csvs
Sova,51.0,,,,,0.0,0.0,75.0,,100.0,100.0,37.0,77.0,VCT 2025 Americas Stage 2_csvs
Fade,42.0,,,,,100.0,71.0,8.0,,0.0,0.0,60.0,23.0,VCT 2025 Americas Stage 2_csvs
Yoru,34.0,,,,,23.0,57.0,53.0,,0.0,57.0,13.0,23.0,VCT 2025 Americas Stage 2_csvs
Neon,34.0,,,,,18.0,0.0,53.0,,0.0,0.0,60.0,90.0,VCT 2025 Americas Stage 2_csvs
Vyse,30.0,,,,,68.0,11.0,11.0,,0.0,46.0,43.0,10.0,VCT 2025 Americas Stage 2_csvs
Raze,29.0,,,,,75.0,82.0,0.0,,11.0,0.0,10.0,7.0,VCT 2025 Americas Stage 2_csvs
Cypher,27.0,,,,,3.0,0.0,56.0,,0.0,46.0,0.0,73.0,VCT 2025 Americas Stage 2_csvs
Jett,18.0,,,,,0.0,0.0,19.0,,83.0,54.0,0.0,3.0,VCT 2025 Americas Stage 2_csvs
Killjoy,16.0,,,,,5.0,0.0,33.0,,100.0,7.0,0.0,0.0,VCT 2025 Americas Stage 2_csvs
Brimstone,13.0,,,,,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 Americas Stage 2_csvs
Kayo,11.0,,,,,0.0,14.0,0.0,,0.0,43.0,13.0,13.0,VCT 2025 Americas Stage 2_csvs
Chamber,10.0,,,,,3.0,0.0,0.0,,0.0,36.0,27.0,10.0,VCT 2025 Americas Stage 2_csvs
Breach,10.0,,,,,8.0,0.0,11.0,,0.0,0.0,0.0,43.0,VCT 2025 Americas Stage 2_csvs
Skye,8.0,,,,,0.0,29.0,17.0,,0.0,0.0,10.0,0.0,VCT 2025 Americas Stage 2_csvs
Sage,7.0,,,,,0.0,0.0,0.0,,28.0,0.0,17.0,13.0,VCT 2025 Americas Stage 2_csvs
Iso,4.0,,,,,0.0,0.0,19.0,,11.0,0.0,0.0,0.0,VCT 2025 Americas Stage 2_csvs
Deadlock,4.0,,,,,0.0,14.0,0.0,,0.0,11.0,0.0,3.0,VCT 2025 Americas Stage 2_csvs
Tejo,4.0,,,,,13.0,11.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 Americas Stage 2_csvs
Harbor,3.0,,,,,0.0,0.0,0.0,,39.0,0.0,0.0,0.0,VCT 2025 Americas Stage 2_csvs
Waylay,3.0,,,,,0.0,0.0,0.0,,6.0,0.0,20.0,0.0,VCT 2025 Americas Stage 2_csvs
Gekko,3.0,,,,,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 Americas Stage 2_csvs
Clove,1.0,,,,,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 Americas Stage 2_csvs
Astra,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,VCT 2025 Americas Stage 2_csvs
Phoenix,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 Americas Stage 2_csvs
Reyna,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 Americas Stage 2_csvs
Omen,50.0,,67.0,77.0,0.0,94.0,0.0,100.0,0.0,,,,,VCT 2025 China Kickoff_csvs
Sova,47.0,,0.0,91.0,38.0,39.0,5.0,94.0,17.0,,,,,VCT 2025 China Kickoff_csvs
Cypher,39.0,,50.0,45.0,50.0,28.0,15.0,72.0,17.0,,,,,VCT 2025 China Kickoff_csvs
Raze,35.0,,100.0,0.0,0.0,50.0,95.0,0.0,42.0,,,,,VCT 2025 China Kickoff_csvs
Astra,32.0,,33.0,68.0,100.0,6.0,5.0,0.0,8.0,,,,,VCT 2025 China Kickoff_csvs
Breach,31.0,,0.0,0.0,0.0,56.0,0.0,78.0,92.0,,,,,VCT 2025 China Kickoff_csvs
Jett,31.0,,0.0,82.0,56.0,0.0,0.0,44.0,0.0,,,,,VCT 2025 China Kickoff_csvs
Kayo,30.0,,0.0,68.0,69.0,0.0,35.0,6.0,0.0,,,,,VCT 2025 China Kickoff_csvs
Neon,29.0,,0.0,0.0,31.0,50.0,5.0,56.0,67.0,,,,,VCT 2025 China Kickoff_csvs
Brimstone,27.0,,0.0,0.0,0.0,0.0,95.0,0.0,92.0,,,,,VCT 2025 China Kickoff_csvs
Fade,25.0,,0.0,0.0,56.0,61.0,15.0,0.0,42.0,,,,,VCT 2025 China Kickoff_csvs
